case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
ini serum yang sangat saya suka dari azarine. teksturnya cair namun agak kental sedikit dan sangat mudah diaplikasikan ke wajah dan salah satu serum yang bagus digunakan jika lagi bruntusan atau menggunakan make up tebal sekalipun karena tetap melembabkan kulit saya,ini serum yang sangat saya suka dari azarine teksturnya cair namun agak kental sedikit dan sangat mudah diaplikasikan ke wajah dan salah satu serum yang bagus digunakan jika lagi bruntusan atau menggunakan make up tebal sekalipun karena tetap melembabkan kulit saya,ini serum yang sangat saya suka dari azarine teksturnya cair namun agak kental sedikit dan sangat mudah diaplikasikan ke wajah dan salah satu serum yang bagus digunakan jika lagi bruntusan atau menggunakan memakai up tebal sekalipun karena tetap melembabkan kulit saya,"['ini', 'serum', 'yang', 'sangat', 'saya', 'suka', 'dari', 'azarine', 'teksturnya', 'cair', 'namun', 'agak', 'kental', 'sedikit', 'dan', 'sangat', 'mudah', 'diaplikasikan', 'ke', 'wajah', 'dan', 'salah', 'satu', 'serum', 'yang', 'bagus', 'digunakan', 'jika', 'lagi', 'bruntusan', 'atau', 'menggunakan', 'memakai', 'up', 'tebal', 'sekalipun', 'karena', 'tetap', 'melembabkan', 'kulit', 'saya']","['serum', 'suka', 'azarine', 'teksturnya', 'cair', 'kental', 'mudah', 'diaplikasikan', 'serum', 'bagus', 'bruntusan', 'memakai', 'up', 'tebal', 'melembabkan', 'kulit']","['serum', 'suka', 'azarine', 'tekstur', 'cair', 'kental', 'mudah', 'aplikasi', 'serum', 'bagus', 'bruntusan', 'pakai', 'up', 'tebal', 'melembabkan', 'kulit']",serum suka azarine tekstur cair kental mudah aplikasi serum bagus bruntusan pakai up tebal melembabkan kulit
"ini bener-bener produk azarine yg luar biasa dan tidak pernah membuat saya kecewa. teksturnya seperti jel namun jika kita aplikasikan ke wajah, berubah menjadi bisa dan setelah dibilas dengan air, wajah saya yg sama sekali tidak dibersihkan dengan micelar water terasa bersih.",ini bener bener produk azarine yg luar biasa dan tidak pernah membuat saya kecewa teksturnya seperti jel namun jika kita aplikasikan ke wajah berubah menjadi bisa dan setelah dibilas dengan air wajah saya yg sama sekali tidak dibersihkan dengan micelar water terasa bersih,ini benar benar produk azarine yang luar biasa dan tidak pernah membuat saya kecewa teksturnya seperti jel namun jika kita aplikasikan ke wajah berubah menjadi bisa dan setelah dibilas dengan air wajah saya yang sama sekali tidak dibersihkan dengan micelar water terasa bersih,"['ini', 'benar', 'benar', 'produk', 'azarine', 'yang', 'luar', 'biasa', 'dan', 'tidak', 'pernah', 'membuat', 'saya', 'kecewa', 'teksturnya', 'seperti', 'jel', 'namun', 'jika', 'kita', 'aplikasikan', 'ke', 'wajah', 'berubah', 'menjadi', 'bisa', 'dan', 'setelah', 'dibilas', 'dengan', 'air', 'wajah', 'saya', 'yang', 'sama', 'sekali', 'tidak', 'dibersihkan', 'dengan', 'micelar', 'water', 'terasa', 'bersih']","['produk', 'azarine', 'kecewa', 'teksturnya', 'jel', 'aplikasikan', 'berubah', 'dibilas', 'air', 'dibersihkan', 'micelar', 'water', 'bersih']","['produk', 'azarine', 'kecewa', 'tekstur', 'jel', 'aplikasi', 'ubah', 'bilas', 'air', 'bersih', 'micelar', 'water', 'bersih']",produk azarine kecewa tekstur jel aplikasi ubah bilas air bersih micelar water bersih
teksturnya seperti jel namun tidak lengket dan lumayan cepat meresap di  tipe kulitku kombinasi,teksturnya seperti jel namun tidak lengket dan lumayan cepat meresap di tipe kulitku kombinasi,teksturnya seperti jel namun tidak lengket dan lumayan cepat meresap di tipe kulitku kombinasi,"['teksturnya', 'seperti', 'jel', 'namun', 'tidak', 'lengket', 'dan', 'lumayan', 'cepat', 'meresap', 'di', 'tipe', 'kulitku', 'kombinasi']","['teksturnya', 'jel', 'lengket', 'lumayan', 'cepat', 'meresap', 'tipe', 'kulitku', 'kombinasi']","['tekstur', 'jel', 'lengket', 'lumayan', 'cepat', 'resap', 'tipe', 'kulit', 'kombinasi']",tekstur jel lengket lumayan cepat resap tipe kulit kombinasi
ketiganya luar biasa menghidrasi kulit jika digabungkan dan tidak membuat wajah saya gatal.,ketiganya luar biasa menghidrasi kulit jika digabungkan dan tidak membuat wajah saya gatal,ketiganya luar biasa menghidrasi kulit jika digabungkan dan tidak membuat wajah saya gatal,"['ketiganya', 'luar', 'biasa', 'menghidrasi', 'kulit', 'jika', 'digabungkan', 'dan', 'tidak', 'membuat', 'wajah', 'saya', 'gatal']","['ketiganya', 'menghidrasi', 'kulit', 'digabungkan', 'gatal']","['tiga', 'hidrasi', 'kulit', 'gabung', 'gatal']",tiga hidrasi kulit gabung gatal
"sukaa sama sunscreen ini krna dikasi tau temen, udh pembelian kedua sih inii",sukaa sama sunscreen ini krna dikasi tau temen udh pembelian kedua sih inii,suka sama sunscreen ini karena dikasih tau teman sudah pembelian kedua sih ini,"['suka', 'sama', 'sunscreen', 'ini', 'karena', 'dikasih', 'tau', 'teman', 'sudah', 'pembelian', 'kedua', 'sih', 'ini']","['suka', 'sunscreen', 'dikasih', 'pembelian']","['suka', 'sunscreen', 'kasih', 'beli']",suka sunscreen kasih beli
"bau nya enakk, gak nyengat bgt. make nya kulit harus bner bner kering jkalo kena air jadinya agak licin trus lengket. tpi gkpapa sih gk bgitu kerasa. overall sukaa dan semoga cocok",bau nya enakk gak nyengat bgt make nya kulit harus bner bner kering jkalo kena air jadinya agak licin trus lengket tpi gkpapa sih gk bgitu kerasa overall sukaa dan semoga cocok,bau nya enakk enggak nyengat banget memakai nya kulit harus benar benar kering kalau kena air jadinya agak licin terus lengket tapi gapapa sih enggak begitu kerasa overall suka dan semoga cocok,"['bau', 'nya', 'enakk', 'enggak', 'nyengat', 'banget', 'memakai', 'nya', 'kulit', 'harus', 'benar', 'benar', 'kering', 'kalau', 'kena', 'air', 'jadinya', 'agak', 'licin', 'terus', 'lengket', 'tapi', 'gapapa', 'sih', 'enggak', 'begitu', 'kerasa', 'overall', 'suka', 'dan', 'semoga', 'cocok']","['bau', 'enakk', 'nyengat', 'banget', 'memakai', 'kulit', 'kering', 'air', 'licin', 'lengket', 'gapapa', 'kerasa', 'overall', 'suka', 'semoga', 'cocok']","['bau', 'enakk', 'nyengat', 'banget', 'pakai', 'kulit', 'kering', 'air', 'licin', 'lengket', 'gapapa', 'rasa', 'overall', 'suka', 'moga', 'cocok']",bau enakk nyengat banget pakai kulit kering air licin lengket gapapa rasa overall suka moga cocok
done 👍🏻,done,done,['done'],['done'],['done'],done
bagus bgt cocok dikulit laki2 suka bgt lovependkdksnz,bagus bgt cocok dikulit laki suka bgt lovependkdksnz,bagus banget cocok dikulit laki suka banget lovependkdksnz,"['bagus', 'banget', 'cocok', 'dikulit', 'laki', 'suka', 'banget', 'lovependkdksnz']","['bagus', 'banget', 'cocok', 'dikulit', 'laki', 'suka', 'banget', 'lovependkdksnz']","['bagus', 'banget', 'cocok', 'kulit', 'laki', 'suka', 'banget', 'lovependkdksnz']",bagus banget cocok kulit laki suka banget lovependkdksnz
"packaging aman, bubble wrap tebel dan dikardusin juga. pengiriman cepat.",packaging aman bubble wrap tebel dan dikardusin juga pengiriman cepat,packaging aman bubble wrap tebal dan dikardusin juga pengiriman cepat,"['packaging', 'aman', 'bubble', 'wrap', 'tebal', 'dan', 'dikardusin', 'juga', 'pengiriman', 'cepat']","['packaging', 'aman', 'bubble', 'wrap', 'tebal', 'dikardusin', 'pengiriman', 'cepat']","['packaging', 'aman', 'bubble', 'wrap', 'tebal', 'dikardusin', 'kirim', 'cepat']",packaging aman bubble wrap tebal dikardusin kirim cepat
"barang sesuai pesanan, expired aman",barang sesuai pesanan expired aman,barang sesuai pesanan expired aman,"['barang', 'sesuai', 'pesanan', 'expired', 'aman']","['pesanan', 'expired', 'aman']","['pesan', 'expired', 'aman']",pesan expired aman
"ok sih, tapi kenapa yg satu ga ada segel nya ya ?",ok sih tapi kenapa yg satu ga ada segel nya ya,ok sih tapi kenapa yang satu enggak ada segel nya ya,"['ok', 'sih', 'tapi', 'kenapa', 'yang', 'satu', 'enggak', 'ada', 'segel', 'nya', 'ya']",['segel'],['segel'],segel
"bahannya ringan, mantul",bahannya ringan mantul,bahannya ringan mantul,"['bahannya', 'ringan', 'mantul']","['bahannya', 'ringan', 'mantul']","['bahan', 'ringan', 'mantul']",bahan ringan mantul
tekstur lembut nyaman dikulit cocok banget daahhh,tekstur lembut nyaman dikulit cocok banget daahhh,tekstur lembut nyaman dikulit cocok banget dah,"['tekstur', 'lembut', 'nyaman', 'dikulit', 'cocok', 'banget', 'dah']","['tekstur', 'lembut', 'nyaman', 'dikulit', 'cocok', 'banget']","['tekstur', 'lembut', 'nyaman', 'kulit', 'cocok', 'banget']",tekstur lembut nyaman kulit cocok banget
warnanya agak beda sama di etalase jadinya cream agak pink tapi saya suka2 sj. buat nambah koleksi warna lain.,warnanya agak beda sama di etalase jadinya cream agak pink tapi saya suka sj buat nambah koleksi warna lain,warnanya agak beda sama di etalase jadinya cream agak pink tapi saya suka saja buat menambah koleksi warna lain,"['warnanya', 'agak', 'beda', 'sama', 'di', 'etalase', 'jadinya', 'cream', 'agak', 'pink', 'tapi', 'saya', 'suka', 'saja', 'buat', 'menambah', 'koleksi', 'warna', 'lain']","['warnanya', 'beda', 'etalase', 'cream', 'pink', 'suka', 'menambah', 'koleksi', 'warna']","['warna', 'beda', 'etalase', 'cream', 'pink', 'suka', 'tambah', 'koleksi', 'warna']",warna beda etalase cream pink suka tambah koleksi warna
"beli twin. yg dikirim cuma 1. difollow up admin katanya mau dikirim diluar toped kekuranganya. maximal 6 hari kerja. ini sudah lebih dari 6 hari kerja. kemudia saya tanya cuma dijawab. pasti dikirim kok kak. really bad attitude !

review saya edit. kekurangan telah dikirim seller. terimakasih azarine masih amanah. next qc nya diperketat . shingga saya konsumen ga perlu repot2 lagi video unboxing krn sudah percaya pada azarine.",beli twin yg dikirim cuma difollow up admin katanya mau dikirim diluar toped kekuranganya maximal hari kerja ini sudah lebih dari hari kerja kemudia saya tanya cuma dijawab pasti dikirim kok kak really bad attitude review saya edit kekurangan telah dikirim seller terimakasih azarine masih amanah next qc nya diperketat shingga saya konsumen ga perlu repot lagi video unboxing krn sudah percaya pada azarine,beli twin yang dikirim cuma difollow up admin katanya mau dikirim diluar toped kekuranganya maximal hari kerja ini sudah lebih dari hari kerja kemudia saya tanya cuma dijawab pasti dikirim kok kak really bad attitude review saya edit kekurangan telah dikirim seller terima kasih azarine masih amanah next qc nya diperketat shingga saya konsumen enggak perlu repot lagi video unboxing karena sudah percaya pada azarine,"['beli', 'twin', 'yang', 'dikirim', 'cuma', 'difollow', 'up', 'admin', 'katanya', 'mau', 'dikirim', 'diluar', 'toped', 'kekuranganya', 'maximal', 'hari', 'kerja', 'ini', 'sudah', 'lebih', 'dari', 'hari', 'kerja', 'kemudia', 'saya', 'tanya', 'cuma', 'dijawab', 'pasti', 'dikirim', 'kok', 'kak', 'really', 'bad', 'attitude', 'review', 'saya', 'edit', 'kekurangan', 'telah', 'dikirim', 'seller', 'terima', 'kasih', 'azarine', 'masih', 'amanah', 'next', 'qc', 'nya', 'diperketat', 'shingga', 'saya', 'konsumen', 'enggak', 'perlu', 'repot', 'lagi', 'video', 'unboxing', 'karena', 'sudah', 'percaya', 'pada', 'azarine']","['beli', 'twin', 'dikirim', 'difollow', 'up', 'admin', 'dikirim', 'diluar', 'toped', 'kekuranganya', 'maximal', 'kemudia', 'dikirim', 'really', 'bad', 'attitude', 'review', 'edit', 'kekurangan', 'dikirim', 'seller', 'terima', 'kasih', 'azarine', 'amanah', 'next', 'qc', 'diperketat', 'shingga', 'konsumen', 'repot', 'unboxing', 'percaya', 'azarine']","['beli', 'twin', 'kirim', 'difollow', 'up', 'admin', 'kirim', 'luar', 'toped', 'kekuranganya', 'maximal', 'kemudia', 'kirim', 'really', 'bad', 'attitude', 'review', 'edit', 'kurang', 'kirim', 'seller', 'terima', 'kasih', 'azarine', 'amanah', 'next', 'qc', 'ketat', 'shingga', 'konsumen', 'repot', 'unboxing', 'percaya', 'azarine']",beli twin kirim difollow up admin kirim luar toped kekuranganya maximal kemudia kirim really bad attitude review edit kurang kirim seller terima kasih azarine amanah next qc ketat shingga konsumen repot unboxing percaya azarine
parah bangetttt harganyaa.. eeeh besoknya malah turun lg.. pan gemesss... tp lanjut beli lg.. sayaaang klo dilewatin,parah bangetttt harganyaa eeeh besoknya malah turun lg pan gemesss tp lanjut beli lg sayaaang klo dilewatin,parah banget harganya eeeh besoknya malah turun lagi kapan gemas tapi lanjut beli lagi sayang kalo dilewatin,"['parah', 'banget', 'harganya', 'eeeh', 'besoknya', 'malah', 'turun', 'lagi', 'kapan', 'gemas', 'tapi', 'lanjut', 'beli', 'lagi', 'sayang', 'kalo', 'dilewatin']","['parah', 'banget', 'harganya', 'besoknya', 'turun', 'gemas', 'beli', 'sayang', 'dilewatin']","['parah', 'banget', 'harga', 'besok', 'turun', 'gemas', 'beli', 'sayang', 'dilewatin']",parah banget harga besok turun gemas beli sayang dilewatin
"parah banget flash sale nyaa... 

cucok lah ama azarine..",parah banget flash sale nyaa cucok lah ama azarine,parah banget flash sale nya cocok lah sama azarine,"['parah', 'banget', 'flash', 'sale', 'nya', 'cocok', 'lah', 'sama', 'azarine']","['parah', 'banget', 'flash', 'sale', 'cocok', 'azarine']","['parah', 'banget', 'flash', 'sale', 'cocok', 'azarine']",parah banget flash sale cocok azarine
"penjual amanah.. barang kurang ... dikirim ulang... mksh ya👃🙏
moga berkah . dagangannya laku",penjual amanah barang kurang dikirim ulang mksh ya moga berkah dagangannya laku,penjual amanah barang kurang dikirim ulang terima kasih ya moga berkah dagangannya laku,"['penjual', 'amanah', 'barang', 'kurang', 'dikirim', 'ulang', 'terima', 'kasih', 'ya', 'moga', 'berkah', 'dagangannya', 'laku']","['penjual', 'amanah', 'dikirim', 'ulang', 'terima', 'kasih', 'berkah', 'dagangannya']","['jual', 'amanah', 'kirim', 'ulang', 'terima', 'kasih', 'berkah', 'dagang']",jual amanah kirim ulang terima kasih berkah dagang
"paketnya sudah sampai dengan aman, baru pertama kali pakai nih smg cocok sama kulit wajahku.",paketnya sudah sampai dengan aman baru pertama kali pakai nih smg cocok sama kulit wajahku,paketnya sudah sampai dengan aman baru pertama kali pakai nih semoga cocok sama kulit wajahku,"['paketnya', 'sudah', 'sampai', 'dengan', 'aman', 'baru', 'pertama', 'kali', 'pakai', 'nih', 'semoga', 'cocok', 'sama', 'kulit', 'wajahku']","['paketnya', 'aman', 'pakai', 'semoga', 'cocok', 'kulit', 'wajahku']","['paket', 'aman', 'pakai', 'moga', 'cocok', 'kulit', 'wajah']",paket aman pakai moga cocok kulit wajah
"harga lebih murah ditokped ketimbang di keranjang oranye,sejauh ini si belum bikin putih putih banget tp entah kenapa masih cinta produk azarine,smg pemakaian rutin bikin benar2 wajah putih dan glowing kaya klaimnya",harga lebih murah ditokped ketimbang di keranjang oranye sejauh ini si belum bikin putih putih banget tp entah kenapa masih cinta produk azarine smg pemakaian rutin bikin benar wajah putih dan glowing kaya klaimnya,harga lebih murah ditokped ketimbang di keranjang oranye sejauh ini sih belum bikin putih putih banget tapi entah kenapa masih cinta produk azarine semoga pemakaian rutin bikin benar wajah putih dan glowing kayak klaimnya,"['harga', 'lebih', 'murah', 'ditokped', 'ketimbang', 'di', 'keranjang', 'oranye', 'sejauh', 'ini', 'sih', 'belum', 'bikin', 'putih', 'putih', 'banget', 'tapi', 'entah', 'kenapa', 'masih', 'cinta', 'produk', 'azarine', 'semoga', 'pemakaian', 'rutin', 'bikin', 'benar', 'wajah', 'putih', 'dan', 'glowing', 'kayak', 'klaimnya']","['harga', 'murah', 'ditokped', 'ketimbang', 'keranjang', 'oranye', 'putih', 'putih', 'banget', 'cinta', 'produk', 'azarine', 'semoga', 'pemakaian', 'rutin', 'putih', 'glowing', 'klaimnya']","['harga', 'murah', 'ditokped', 'ketimbang', 'keranjang', 'oranye', 'putih', 'putih', 'banget', 'cinta', 'produk', 'azarine', 'moga', 'pakai', 'rutin', 'putih', 'glowing', 'klaim']",harga murah ditokped ketimbang keranjang oranye putih putih banget cinta produk azarine moga pakai rutin putih glowing klaim
"sebenarnya g terlalu suka produk eyebrownya karena isi sedikit bgt dan gampang patah,tapi hasilnya bagus,tolong diperbaiki kekurangan itu azarine ,kl produk yg lain bagus dan suka",sebenarnya terlalu suka produk eyebrownya karena isi sedikit bgt dan gampang patah tapi hasilnya bagus tolong diperbaiki kekurangan itu azarine kl produk yg lain bagus dan suka,sebenarnya terlalu suka produk eyebrownya karena isi sedikit banget dan gampang patah tapi hasilnya bagus tolong diperbaiki kekurangan itu azarine kalo produk yang lain bagus dan suka,"['sebenarnya', 'terlalu', 'suka', 'produk', 'eyebrownya', 'karena', 'isi', 'sedikit', 'banget', 'dan', 'gampang', 'patah', 'tapi', 'hasilnya', 'bagus', 'tolong', 'diperbaiki', 'kekurangan', 'itu', 'azarine', 'kalo', 'produk', 'yang', 'lain', 'bagus', 'dan', 'suka']","['suka', 'produk', 'eyebrownya', 'isi', 'banget', 'gampang', 'patah', 'hasilnya', 'bagus', 'tolong', 'diperbaiki', 'kekurangan', 'azarine', 'produk', 'bagus', 'suka']","['suka', 'produk', 'eyebrownya', 'isi', 'banget', 'gampang', 'patah', 'hasil', 'bagus', 'tolong', 'baik', 'kurang', 'azarine', 'produk', 'bagus', 'suka']",suka produk eyebrownya isi banget gampang patah hasil bagus tolong baik kurang azarine produk bagus suka
"bagus dan suka ,lebih murah ditoko ini ketimbang di keranjang oranye",bagus dan suka lebih murah ditoko ini ketimbang di keranjang oranye,bagus dan suka lebih murah ditoko ini ketimbang di keranjang oranye,"['bagus', 'dan', 'suka', 'lebih', 'murah', 'ditoko', 'ini', 'ketimbang', 'di', 'keranjang', 'oranye']","['bagus', 'suka', 'murah', 'ditoko', 'ketimbang', 'keranjang', 'oranye']","['bagus', 'suka', 'murah', 'toko', 'ketimbang', 'keranjang', 'oranye']",bagus suka murah toko ketimbang keranjang oranye
