case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma
terima kasih.,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
2 kalinya beli serum ini 😍,kalinya beli serum ini,kalinya beli serum ini,"['kalinya', 'beli', 'serum', 'ini']","['kalinya', 'beli', 'serum']","['kali', 'beli', 'serum']",kali beli serum
"bagus barangnya, recomended...",bagus barangnya recomended,bagus barangnya recomended,"['bagus', 'barangnya', 'recomended']","['bagus', 'barangnya', 'recomended']","['bagus', 'barang', 'recomended']",bagus barang recomended
"bahan ringan, gampang menyerap",bahan ringan gampang menyerap,bahan ringan gampang menyerap,"['bahan', 'ringan', 'gampang', 'menyerap']","['bahan', 'ringan', 'gampang', 'menyerap']","['bahan', 'ringan', 'gampang', 'serap']",bahan ringan gampang serap
terimakasih atas pelayanan dan bantuan maksimal dari toko. hingga barang sampai dgn selamat.,terimakasih atas pelayanan dan bantuan maksimal dari toko hingga barang sampai dgn selamat,terima kasih atas pelayanan dan bantuan maksimal dari toko hingga barang sampai dengan selamat,"['terima', 'kasih', 'atas', 'pelayanan', 'dan', 'bantuan', 'maksimal', 'dari', 'toko', 'hingga', 'barang', 'sampai', 'dengan', 'selamat']","['terima', 'kasih', 'pelayanan', 'bantuan', 'maksimal', 'toko', 'selamat']","['terima', 'kasih', 'layan', 'bantu', 'maksimal', 'toko', 'selamat']",terima kasih layan bantu maksimal toko selamat
proses penerimaan barang yang panjanhmg. diawali dgn kesalahan saya. terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dgn selamat. terima kasih pada sicepat yg bertanggung jawab. semoga bisa terpakai dgn baik. nanti akan saya coba,proses penerimaan barang yang panjanhmg diawali dgn kesalahan saya terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dgn selamat terima kasih pada sicepat yg bertanggung jawab semoga bisa terpakai dgn baik nanti akan saya coba,proses penerimaan barang yang panjanhmg diawali dengan kesalahan saya terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dengan selamat terima kasih pada sicepat yang bertanggung jawab semoga bisa terpakai dengan baik nanti akan saya coba,"['proses', 'penerimaan', 'barang', 'yang', 'panjanhmg', 'diawali', 'dengan', 'kesalahan', 'saya', 'terima', 'kasih', 'pada', 'toko', 'ini', 'yang', 'mau', 'berusaha', 'menghubungi', 'kurir', 'hingga', 'barang', 'sampai', 'dengan', 'selamat', 'terima', 'kasih', 'pada', 'sicepat', 'yang', 'bertanggung', 'jawab', 'semoga', 'bisa', 'terpakai', 'dengan', 'baik', 'nanti', 'akan', 'saya', 'coba']","['penerimaan', 'panjanhmg', 'diawali', 'kesalahan', 'terima', 'kasih', 'toko', 'berusaha', 'menghubungi', 'kurir', 'selamat', 'terima', 'kasih', 'sicepat', 'bertanggung', 'semoga', 'terpakai', 'coba']","['terima', 'panjanhmg', 'awal', 'salah', 'terima', 'kasih', 'toko', 'usaha', 'hubung', 'kurir', 'selamat', 'terima', 'kasih', 'sicepat', 'tanggung', 'moga', 'pakai', 'coba']",terima panjanhmg awal salah terima kasih toko usaha hubung kurir selamat terima kasih sicepat tanggung moga pakai coba
mantab pake banget tp perjalanan pengiriman lam bgt,mantab pake banget tp perjalanan pengiriman lam bgt,mantap pakai banget tapi perjalanan pengiriman lama banget,"['mantap', 'pakai', 'banget', 'tapi', 'perjalanan', 'pengiriman', 'lama', 'banget']","['mantap', 'pakai', 'banget', 'perjalanan', 'pengiriman', 'banget']","['mantap', 'pakai', 'banget', 'jalan', 'kirim', 'banget']",mantap pakai banget jalan kirim banget
seperti biasa barangnya sampe dengan aman. meskipun pengiriman agak lama karna cekoutnya mendekati tahun baru. suka banget dapet yg exp nya masi 2025. thx avoskin,seperti biasa barangnya sampe dengan aman meskipun pengiriman agak lama karna cekoutnya mendekati tahun baru suka banget dapet yg exp nya masi thx avoskin,seperti biasa barangnya sampai dengan aman meskipun pengiriman agak lama karena cekoutnya mendekati tahun baru suka banget dapat yang exp nya masih thanks avoskin,"['seperti', 'biasa', 'barangnya', 'sampai', 'dengan', 'aman', 'meskipun', 'pengiriman', 'agak', 'lama', 'karena', 'cekoutnya', 'mendekati', 'tahun', 'baru', 'suka', 'banget', 'dapat', 'yang', 'exp', 'nya', 'masih', 'thanks', 'avoskin']","['barangnya', 'aman', 'pengiriman', 'cekoutnya', 'mendekati', 'suka', 'banget', 'exp', 'thanks', 'avoskin']","['barang', 'aman', 'kirim', 'cekoutnya', 'dekat', 'suka', 'banget', 'exp', 'thanks', 'avoskin']",barang aman kirim cekoutnya dekat suka banget exp thanks avoskin
"baru nyoba pertama kalii, semoga aja cocok",baru nyoba pertama kalii semoga aja cocok,baru mencoba pertama kali semoga saja cocok,"['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'saja', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok
"barang aman sampai tujuan.. dapet promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi.. dah repurchase berapa kali yaa, ampe lupa wkwkw",barang aman sampai tujuan dapet promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi dah repurchase berapa kali yaa ampe lupa,barang aman sampai tujuan dapat promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi deh repurchase berapa kali ya sampai lupa,"['barang', 'aman', 'sampai', 'tujuan', 'dapat', 'promo', 'jadi', 'langsung', 'beli', 'xixixi', 'cocok', 'banget', 'di', 'kulit', 'ku', 'kombinasi', 'deh', 'repurchase', 'berapa', 'kali', 'ya', 'sampai', 'lupa']","['aman', 'tujuan', 'promo', 'beli', 'xixixi', 'cocok', 'banget', 'kulit', 'ku', 'kombinasi', 'repurchase', 'lupa']","['aman', 'tuju', 'promo', 'beli', 'xixixi', 'cocok', 'banget', 'kulit', 'ku', 'kombinasi', 'repurchase', 'lupa']",aman tuju promo beli xixixi cocok banget kulit ku kombinasi repurchase lupa
"bintang 4 dl y guys , br pertm kali mencoba , mdh2an cocok d muka ku.
kemasan rapi n aman bgt , perfect  , pengiriman agak lumayan lm karena mgkn dr luar jkt.",bintang dl guys br pertm kali mencoba mdhan cocok muka ku kemasan rapi aman bgt perfect pengiriman agak lumayan lm karena mgkn dr luar jkt,bintang dulu guys baru pertama kali mencoba mudah cocok muka ku kemasan rapi aman banget perfect pengiriman agak lumayan lama karena mungkin dari luar jakarta,"['bintang', 'dulu', 'guys', 'baru', 'pertama', 'kali', 'mencoba', 'mudah', 'cocok', 'muka', 'ku', 'kemasan', 'rapi', 'aman', 'banget', 'perfect', 'pengiriman', 'agak', 'lumayan', 'lama', 'karena', 'mungkin', 'dari', 'luar', 'jakarta']","['bintang', 'mencoba', 'mudah', 'cocok', 'muka', 'ku', 'kemasan', 'rapi', 'aman', 'banget', 'perfect', 'pengiriman', 'lumayan', 'jakarta']","['bintang', 'coba', 'mudah', 'cocok', 'muka', 'ku', 'kemas', 'rapi', 'aman', 'banget', 'perfect', 'kirim', 'lumayan', 'jakarta']",bintang coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta
murah dan banyak.. gak habis2 😜,murah dan banyak gak habis,murah dan banyak enggak habis,"['murah', 'dan', 'banyak', 'enggak', 'habis']","['murah', 'habis']","['murah', 'habis']",murah habis
"barangnya sampai dengan aman, baru dipakai dua kali, awalnya terasa agak lengket tapi cepat kering dan langsung meresap. setelah pemakaian sebulan mudah""han bisa keliatan efeknya.",barangnya sampai dengan aman baru dipakai dua kali awalnya terasa agak lengket tapi cepat kering dan langsung meresap setelah pemakaian sebulan mudah han bisa keliatan efeknya,barangnya sampai dengan aman baru dipakai dua kali awalnya terasa agak lengket tapi cepat kering dan langsung meresap setelah pemakaian sebulan mudah han bisa kelihatan efeknya,"['barangnya', 'sampai', 'dengan', 'aman', 'baru', 'dipakai', 'dua', 'kali', 'awalnya', 'terasa', 'agak', 'lengket', 'tapi', 'cepat', 'kering', 'dan', 'langsung', 'meresap', 'setelah', 'pemakaian', 'sebulan', 'mudah', 'han', 'bisa', 'kelihatan', 'efeknya']","['barangnya', 'aman', 'dipakai', 'lengket', 'cepat', 'kering', 'meresap', 'pemakaian', 'sebulan', 'mudah', 'han', 'efeknya']","['barang', 'aman', 'pakai', 'lengket', 'cepat', 'kering', 'resap', 'pakai', 'bulan', 'mudah', 'han', 'efek']",barang aman pakai lengket cepat kering resap pakai bulan mudah han efek
bru nyoba,bru nyoba,baru mencoba,"['baru', 'mencoba']",['mencoba'],['coba'],coba
cocokkk sekaliii,cocokkk sekaliii,cocok sekali,"['cocok', 'sekali']",['cocok'],['cocok'],cocok
lucuuu bangett kacanyaaa😫💗 pdhl cuma beli 1 tp dpt kacaa makasii avoskinn semoga cocok serumnyaa🫶🏻,lucuuu bangett kacanyaaa pdhl cuma beli tp dpt kacaa makasii avoskinn semoga cocok serumnyaa,lucu banget kacanya padahal cuma beli tapi dapat kaca terima kasih avoskinn semoga cocok serumnya,"['lucu', 'banget', 'kacanya', 'padahal', 'cuma', 'beli', 'tapi', 'dapat', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kacanya', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kaca', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'moga', 'cocok', 'serum']",lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum
"agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan, bonus kaca wkwk",agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan bonus kaca,agak lama tapi gapapa memang jauh dan mungkin lagi banyak pesanan bonus kaca,"['agak', 'lama', 'tapi', 'gapapa', 'memang', 'jauh', 'dan', 'mungkin', 'lagi', 'banyak', 'pesanan', 'bonus', 'kaca']","['gapapa', 'pesanan', 'bonus', 'kaca']","['gapapa', 'pesan', 'bonus', 'kaca']",gapapa pesan bonus kaca
agak kecewa krna penutup di dlmnya yg seprti biasa gk ada..jdi nempel di penutup luar.. namun terima kasih atas bonus kacanya..,agak kecewa krna penutup di dlmnya yg seprti biasa gk ada jdi nempel di penutup luar namun terima kasih atas bonus kacanya,agak kecewa karena penutup di dalamnya yang seprti biasa enggak ada jadi menempel di penutup luar namun terima kasih atas bonus kacanya,"['agak', 'kecewa', 'karena', 'penutup', 'di', 'dalamnya', 'yang', 'seprti', 'biasa', 'enggak', 'ada', 'jadi', 'menempel', 'di', 'penutup', 'luar', 'namun', 'terima', 'kasih', 'atas', 'bonus', 'kacanya']","['kecewa', 'penutup', 'dalamnya', 'seprti', 'menempel', 'penutup', 'terima', 'kasih', 'bonus', 'kacanya']","['kecewa', 'tutup', 'dalam', 'seprti', 'tempel', 'tutup', 'terima', 'kasih', 'bonus', 'kaca']",kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca
"baru pertama coba, smg cocok utk kulitku. packing super amaaan 👍🏻👍🏻. makasih utk bonus cermin lipatnya 🥰🥰  semoga tambah berkah",baru pertama coba smg cocok utk kulitku packing super amaaan makasih utk bonus cermin lipatnya semoga tambah berkah,baru pertama coba semoga cocok untuk kulitku packing super aman terima kasih untuk bonus cermin lipatnya semoga tambah berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'untuk', 'bonus', 'cermin', 'lipatnya', 'semoga', 'tambah', 'berkah']","['coba', 'semoga', 'cocok', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipatnya', 'semoga', 'berkah']","['coba', 'moga', 'cocok', 'kulit', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipat', 'moga', 'berkah']",coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah
"baru pertama coba, semoga cocok utk kulitku. pengemasan amaan banget, dobel dg kardus & paper wrap 👍🏻👍🏻 lama pengiriman tmsk wajar, 2 hari jogja-bdg. thanks udh dikasih bonus jg ❤️❤️❤️ smg berkah",baru pertama coba semoga cocok utk kulitku pengemasan amaan banget dobel dg kardus paper wrap lama pengiriman tmsk wajar hari jogja bdg thanks udh dikasih bonus jg smg berkah,baru pertama coba semoga cocok untuk kulitku pengemasan amaan banget dobel dengan kardus paper wrap lama pengiriman termasuk wajar hari jogja bdg thanks sudah dikasih bonus juga semoga berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'dengan', 'kardus', 'paper', 'wrap', 'lama', 'pengiriman', 'termasuk', 'wajar', 'hari', 'jogja', 'bdg', 'thanks', 'sudah', 'dikasih', 'bonus', 'juga', 'semoga', 'berkah']","['coba', 'semoga', 'cocok', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'pengiriman', 'wajar', 'jogja', 'bdg', 'thanks', 'dikasih', 'bonus', 'semoga', 'berkah']","['coba', 'moga', 'cocok', 'kulit', 'emas', 'ama', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'kirim', 'wajar', 'jogja', 'bdg', 'thanks', 'kasih', 'bonus', 'moga', 'berkah']",coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah
"seminggu baru sampe! 😂 begini nih, kalo belanja akhir tahun. anyway thank you for the gift 🙏",seminggu baru sampe begini nih kalo belanja akhir tahun anyway thank you for the gift,seminggu baru sampai begini nih kalo belanja akhir tahun anyway thank you for the gift,"['seminggu', 'baru', 'sampai', 'begini', 'nih', 'kalo', 'belanja', 'akhir', 'tahun', 'anyway', 'thank', 'you', 'for', 'the', 'gift']","['seminggu', 'belanja', 'anyway', 'thank', 'gift']","['minggu', 'belanja', 'anyway', 'thank', 'gift']",minggu belanja anyway thank gift
peket terlama yg pernah aku terima. beli 16 des sampai 30 des. hayoo berapa hari itu lamanya ? 😄,peket terlama yg pernah aku terima beli des sampai des hayoo berapa hari itu lamanya,paket terlama yang pernah aku terima beli des sampai des hayo berapa hari itu lamanya,"['paket', 'terlama', 'yang', 'pernah', 'aku', 'terima', 'beli', 'des', 'sampai', 'des', 'hayo', 'berapa', 'hari', 'itu', 'lamanya']","['paket', 'terlama', 'terima', 'beli', 'des', 'des']","['paket', 'lama', 'terima', 'beli', 'des', 'des']",paket lama terima beli des des
semoga bagusss bulu mataku yaa,semoga bagusss bulu mataku yaa,semoga bagus bulu mataku ya,"['semoga', 'bagus', 'bulu', 'mataku', 'ya']","['semoga', 'bagus', 'bulu', 'mataku']","['moga', 'bagus', 'bulu', 'mata']",moga bagus bulu mata
produk bagus dan cocok untuk melembabkan bibir kering. pengiriman aman dan cepat.,produk bagus dan cocok untuk melembabkan bibir kering pengiriman aman dan cepat,produk bagus dan cocok untuk melembabkan bibir kering pengiriman aman dan cepat,"['produk', 'bagus', 'dan', 'cocok', 'untuk', 'melembabkan', 'bibir', 'kering', 'pengiriman', 'aman', 'dan', 'cepat']","['produk', 'bagus', 'cocok', 'melembabkan', 'bibir', 'kering', 'pengiriman', 'aman', 'cepat']","['produk', 'bagus', 'cocok', 'melembabkan', 'bibir', 'kering', 'kirim', 'aman', 'cepat']",produk bagus cocok melembabkan bibir kering kirim aman cepat
"oke juga, cocok buat kulit",oke juga cocok buat kulit,oke juga cocok buat kulit,"['oke', 'juga', 'cocok', 'buat', 'kulit']","['oke', 'cocok', 'kulit']","['oke', 'cocok', 'kulit']",oke cocok kulit
ihiww dpt bonus akhir taun! thank you,ihiww dpt bonus akhir taun thank you,ihiww dapat bonus akhir tahun thank you,"['ihiww', 'dapat', 'bonus', 'akhir', 'tahun', 'thank', 'you']","['ihiww', 'bonus', 'thank']","['ihiww', 'bonus', 'thank']",ihiww bonus thank
pengiriman lama,pengiriman lama,pengiriman lama,"['pengiriman', 'lama']",['pengiriman'],['kirim'],kirim
"baru pertama kali coba, pengiriman aman dan dapat free cermin.
makasih avoskin :)",baru pertama kali coba pengiriman aman dan dapat free cermin makasih avoskin,baru pertama kali coba pengiriman aman dan dapat free cermin terima kasih avoskin,"['baru', 'pertama', 'kali', 'coba', 'pengiriman', 'aman', 'dan', 'dapat', 'free', 'cermin', 'terima', 'kasih', 'avoskin']","['coba', 'pengiriman', 'aman', 'cermin', 'terima', 'kasih', 'avoskin']","['coba', 'kirim', 'aman', 'cermin', 'terima', 'kasih', 'avoskin']",coba kirim aman cermin terima kasih avoskin
sampai dengan aman. dan bahagianya dapet bonus setelah jadi pelanggan dan lebih dari 10 kali beli. thankyuu avoo,sampai dengan aman dan bahagianya dapet bonus setelah jadi pelanggan dan lebih dari kali beli thankyuu avoo,sampai dengan aman dan bahagianya dapat bonus setelah jadi pelanggan dan lebih dari kali beli thank you avoo,"['sampai', 'dengan', 'aman', 'dan', 'bahagianya', 'dapat', 'bonus', 'setelah', 'jadi', 'pelanggan', 'dan', 'lebih', 'dari', 'kali', 'beli', 'thank', 'you', 'avoo']","['aman', 'bahagianya', 'bonus', 'pelanggan', 'beli', 'thank', 'avoo']","['aman', 'bahagia', 'bonus', 'langgan', 'beli', 'thank', 'avoo']",aman bahagia bonus langgan beli thank avoo
"8 hari nunggu lama bgt. aq kira pengiriman dr jakarta timur, ternyata dr jawa timur. semoga cocok baru pertama pakai beli yg travel size dlu. pengemasan aman",hari nunggu lama bgt aq kira pengiriman dr jakarta timur ternyata dr jawa timur semoga cocok baru pertama pakai beli yg travel size dlu pengemasan aman,hari menunggu lama banget aku kira pengiriman dari jakarta timur ternyata dari jawa timur semoga cocok baru pertama pakai beli yang travel size dulu pengemasan aman,"['hari', 'menunggu', 'lama', 'banget', 'aku', 'kira', 'pengiriman', 'dari', 'jakarta', 'timur', 'ternyata', 'dari', 'jawa', 'timur', 'semoga', 'cocok', 'baru', 'pertama', 'pakai', 'beli', 'yang', 'travel', 'size', 'dulu', 'pengemasan', 'aman']","['menunggu', 'banget', 'pengiriman', 'jakarta', 'timur', 'jawa', 'timur', 'semoga', 'cocok', 'pakai', 'beli', 'travel', 'size', 'pengemasan', 'aman']","['tunggu', 'banget', 'kirim', 'jakarta', 'timur', 'jawa', 'timur', 'moga', 'cocok', 'pakai', 'beli', 'travel', 'size', 'emas', 'aman']",tunggu banget kirim jakarta timur jawa timur moga cocok pakai beli travel size emas aman
"skin type: kombinasi
skin concern: kulit kusam, tekstur kasar, penuaan

barusan dipakai buat malam ini. tekstur kental berwarna bening. tidak berbau. diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap. belum tau efek ke muka gimana mesti nunggu besok pagi. overall oke👌",skin type kombinasi skin concern kulit kusam tekstur kasar penuaan barusan dipakai buat malam ini tekstur kental berwarna bening tidak berbau diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap belum tau efek ke muka gimana mesti nunggu besok pagi overall oke,skin type kombinasi skin concern kulit kusam tekstur kasar penuaan barusan dipakai buat malam ini tekstur kental berwarna bening tidak berbau diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap belum tau efek ke muka bagaimana mesti menunggu besok pagi overall oke,"['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'penuaan', 'barusan', 'dipakai', 'buat', 'malam', 'ini', 'tekstur', 'kental', 'berwarna', 'bening', 'tidak', 'berbau', 'diusapkan', 'ke', 'wajah', 'butuh', 'beberapa', 'kali', 'sampai', 'akhirnya', 'menyerap', 'belum', 'tau', 'efek', 'ke', 'muka', 'bagaimana', 'mesti', 'menunggu', 'besok', 'pagi', 'overall', 'oke']","['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'penuaan', 'barusan', 'dipakai', 'malam', 'tekstur', 'kental', 'berwarna', 'bening', 'berbau', 'diusapkan', 'butuh', 'menyerap', 'efek', 'muka', 'mesti', 'menunggu', 'besok', 'overall', 'oke']","['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'tua', 'barusan', 'pakai', 'malam', 'tekstur', 'kental', 'warna', 'bening', 'bau', 'usap', 'butuh', 'serap', 'efek', 'muka', 'mesti', 'tunggu', 'besok', 'overall', 'oke']",skin type kombinasi skin concern kulit kusam tekstur kasar tua barusan pakai malam tekstur kental warna bening bau usap butuh serap efek muka mesti tunggu besok overall oke
seneng bgt iseng war dapet harga 20k doang. belom pernah coba dan belom bisa coba karena lagi menyusui (katanya ga recommended dipake bumil busui). semoga cocok. thank you avoskin!,seneng bgt iseng war dapet harga doang belom pernah coba dan belom bisa coba karena lagi menyusui katanya ga recommended dipake bumil busui semoga cocok thank you avoskin,senang banget iseng war dapat harga doang belum pernah coba dan belum bisa coba karena lagi menyusui katanya enggak recommended dipakai bumil busui semoga cocok thank you avoskin,"['senang', 'banget', 'iseng', 'war', 'dapat', 'harga', 'doang', 'belum', 'pernah', 'coba', 'dan', 'belum', 'bisa', 'coba', 'karena', 'lagi', 'menyusui', 'katanya', 'enggak', 'recommended', 'dipakai', 'bumil', 'busui', 'semoga', 'cocok', 'thank', 'you', 'avoskin']","['senang', 'banget', 'iseng', 'war', 'harga', 'doang', 'coba', 'coba', 'menyusui', 'recommended', 'dipakai', 'bumil', 'busui', 'semoga', 'cocok', 'thank', 'avoskin']","['senang', 'banget', 'iseng', 'war', 'harga', 'doang', 'coba', 'coba', 'susu', 'recommended', 'pakai', 'bumil', 'busui', 'moga', 'cocok', 'thank', 'avoskin']",senang banget iseng war harga doang coba coba susu recommended pakai bumil busui moga cocok thank avoskin
"wishlist terpenuhi, nyari pelembab sekalian yang bisa mencerahkan. dapat moist ini di tokped lebih murah, maacih avoskin dan tokped.",wishlist terpenuhi nyari pelembab sekalian yang bisa mencerahkan dapat moist ini di tokped lebih murah maacih avoskin dan tokped,wishlist terpenuhi mencari pelembab sekalian yang bisa mencerahkan dapat moist ini di tokped lebih murah terima kasih avoskin dan tokped,"['wishlist', 'terpenuhi', 'mencari', 'pelembab', 'sekalian', 'yang', 'bisa', 'mencerahkan', 'dapat', 'moist', 'ini', 'di', 'tokped', 'lebih', 'murah', 'terima', 'kasih', 'avoskin', 'dan', 'tokped']","['wishlist', 'terpenuhi', 'pelembab', 'mencerahkan', 'moist', 'tokped', 'murah', 'terima', 'kasih', 'avoskin', 'tokped']","['wishlist', 'penuh', 'pelembab', 'cerah', 'moist', 'tokped', 'murah', 'terima', 'kasih', 'avoskin', 'tokped']",wishlist penuh pelembab cerah moist tokped murah terima kasih avoskin tokped
salah satu comfort serum! bikin kulit halus dan lembut,salah satu comfo serum bikin kulit halus dan lembut,salah satu comfo serum bikin kulit halus dan lembut,"['salah', 'satu', 'comfo', 'serum', 'bikin', 'kulit', 'halus', 'dan', 'lembut']","['comfo', 'serum', 'kulit', 'halus', 'lembut']","['comfo', 'serum', 'kulit', 'halus', 'lembut']",comfo serum kulit halus lembut
"tekstur agak kental, baru mau pakai, semoga sesuai kleim",tekstur agak kental baru mau pakai semoga sesuai kleim,tekstur agak kental baru mau pakai semoga sesuai klaim,"['tekstur', 'agak', 'kental', 'baru', 'mau', 'pakai', 'semoga', 'sesuai', 'klaim']","['tekstur', 'kental', 'pakai', 'semoga', 'klaim']","['tekstur', 'kental', 'pakai', 'moga', 'klaim']",tekstur kental pakai moga klaim
"iseng nyobain produk avoskin, ternyata emang juaraaaa !!
baru dipake 3x tiap malem bangun tidur wajah auto cerah plumpy ga minyakan juga , 
kenapaa ga dr dulu aku pake serum inii 😭",iseng nyobain produk avoskin ternyata emang juaraaaa baru dipake tiap malem bangun tidur wajah auto cerah plumpy ga minyakan juga kenapaa ga dr dulu aku pake serum inii,iseng mencoba produk avoskin ternyata memang juara baru dipakai tiap malam bangun tidur wajah auto cerah plumpy enggak minyakan juga kenapa enggak dari dulu aku pakai serum ini,"['iseng', 'mencoba', 'produk', 'avoskin', 'ternyata', 'memang', 'juara', 'baru', 'dipakai', 'tiap', 'malam', 'bangun', 'tidur', 'wajah', 'auto', 'cerah', 'plumpy', 'enggak', 'minyakan', 'juga', 'kenapa', 'enggak', 'dari', 'dulu', 'aku', 'pakai', 'serum', 'ini']","['iseng', 'mencoba', 'produk', 'avoskin', 'juara', 'dipakai', 'malam', 'bangun', 'tidur', 'auto', 'cerah', 'plumpy', 'minyakan', 'pakai', 'serum']","['iseng', 'coba', 'produk', 'avoskin', 'juara', 'pakai', 'malam', 'bangun', 'tidur', 'auto', 'cerah', 'plumpy', 'minyak', 'pakai', 'serum']",iseng coba produk avoskin juara pakai malam bangun tidur auto cerah plumpy minyak pakai serum
blm dicoba..semoga cocok dan gak bikin kering,blm dicoba semoga cocok dan gak bikin kering,belum dicoba semoga cocok dan enggak bikin kering,"['belum', 'dicoba', 'semoga', 'cocok', 'dan', 'enggak', 'bikin', 'kering']","['dicoba', 'semoga', 'cocok', 'kering']","['coba', 'moga', 'cocok', 'kering']",coba moga cocok kering
menurutku sih ini exfoliating toner terbaikkk ☺️ gatau deh udah botol keberapa saking cintanya hehehe,menurutku sih ini exfoliating toner terbaikkk gatau deh udah botol keberapa saking cintanya,menurutku sih ini exfoliating toner terbaik enggak tau deh sudah botol keberapa saking cintanya,"['menurutku', 'sih', 'ini', 'exfoliating', 'toner', 'terbaik', 'enggak', 'tau', 'deh', 'sudah', 'botol', 'keberapa', 'saking', 'cintanya']","['menurutku', 'exfoliating', 'toner', 'terbaik', 'botol', 'keberapa', 'saking', 'cintanya']","['turut', 'exfoliating', 'toner', 'baik', 'botol', 'berapa', 'saking', 'cinta']",turut exfoliating toner baik botol berapa saking cinta
"selalu suka 
alhamdulillah cocok",selalu suka alhamdulillah cocok,selalu suka alhamdulillah cocok,"['selalu', 'suka', 'alhamdulillah', 'cocok']","['suka', 'cocok']","['suka', 'cocok']",suka cocok
"eye ampoule-nya mudah meresap, baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi.",eye ampoule nya mudah meresap baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi,eye ampoule nya mudah meresap baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi,"['eye', 'ampoule', 'nya', 'mudah', 'meresap', 'baru', 'dua', 'kali', 'pemakian', 'dan', 'sejauh', 'ini', 'tidak', 'menimbulkan', 'alergi']","['ampoule', 'mudah', 'meresap', 'pemakian', 'menimbulkan', 'alergi']","['ampoule', 'mudah', 'resap', 'maki', 'timbul', 'alergi']",ampoule mudah resap maki timbul alergi
"bagus bgt!! seminggu coba dan emang beneran bagus, kalo abis bangun tidur terasa lebih lembab dan jadi lebih lembut aja, sama dapet name tag lucu 😭 makasih yyaa!",bagus bgt seminggu coba dan emang beneran bagus kalo abis bangun tidur terasa lebih lembab dan jadi lebih lembut aja sama dapet name tag lucu makasih yyaa,bagus banget seminggu coba dan memang benaran bagus kalo habis bangun tidur terasa lebih lembab dan jadi lebih lembut saja sama dapat name tag lucu terima kasih ya,"['bagus', 'banget', 'seminggu', 'coba', 'dan', 'memang', 'benaran', 'bagus', 'kalo', 'habis', 'bangun', 'tidur', 'terasa', 'lebih', 'lembab', 'dan', 'jadi', 'lebih', 'lembut', 'saja', 'sama', 'dapat', 'name', 'tag', 'lucu', 'terima', 'kasih', 'ya']","['bagus', 'banget', 'seminggu', 'coba', 'benaran', 'bagus', 'habis', 'bangun', 'tidur', 'lembab', 'lembut', 'name', 'tag', 'lucu', 'terima', 'kasih']","['bagus', 'banget', 'minggu', 'coba', 'benar', 'bagus', 'habis', 'bangun', 'tidur', 'lembab', 'lembut', 'name', 'tag', 'lucu', 'terima', 'kasih']",bagus banget minggu coba benar bagus habis bangun tidur lembab lembut name tag lucu terima kasih
